9 6	1 23	9 7 -1 -1 -1 -1 -1 -1 
0 7	2 27	0 6 -1 -1 -1 -1 -1 -1 
1 7	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 7	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 7	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 7	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
5 7	1 6	6 7 -1 -1 -1 -1 -1 -1 
6 7	1 5	6 6 -1 -1 -1 -1 -1 -1 
7 7	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 7	1 23	9 7 -1 -1 -1 -1 -1 -1 
9 7	2 24	9 8 -1 -1 -1 -1 -1 -1 
0 8	2 28	0 7 -1 -1 -1 -1 -1 -1 
1 8	2 29	0 8 -1 -1 -1 -1 -1 -1 
2 8	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 8	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 8	2 24	4 9 -1 -1 -1 -1 -1 -1 
5 8	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 8	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
7 8	1 23	7 9 -1 -1 -1 -1 -1 -1 
8 8	2 24	9 8 8 7 7 8 -1 -1 
9 8	1 23	9 9 -1 -1 -1 -1 -1 -1 
0 9	2 29	0 8 -1 -1 -1 -1 -1 -1 
1 9	1 24	2 9 -1 -1 -1 -1 -1 -1 
2 9	2 25	3 9 -1 -1 -1 -1 -1 -1 
3 9	4 24	4 9 -1 -1 -1 -1 -1 -1 
4 9	1 23	5 9 -1 -1 -1 -1 -1 -1 
5 9	2 24	6 9 -1 -1 -1 -1 -1 -1 
6 9	1 23	7 9 -1 -1 -1 -1 -1 -1 
7 9	2 24	-1 -1 -1 -1 -1 -1 -1 -1 
8 9	1 23	8 8 -1 -1 -1 -1 -1 -1 
9 9	2 24	8 9 -1 -1 -1 -1 -1 -1 
