8 6	1 134	8 5 8 7 9 6 -1 -1 
9 6	2 135	9 5 9 7 8 6 -1 -1 
0 7	2 135	0 6 -1 -1 -1 -1 -1 -1 
1 7	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
2 7	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 7	1 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 7	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
5 7	1 6	6 7 -1 -1 -1 -1 -1 -1 
6 7	1 5	6 6 -1 -1 -1 -1 -1 -1 
7 7	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
8 7	2 135	8 8 9 7 8 6 -1 -1 
9 7	1 134	9 8 8 7 9 6 -1 -1 
0 8	1 134	0 7 -1 -1 -1 -1 -1 -1 
1 8	2 135	0 8 -1 -1 -1 -1 -1 -1 
2 8	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
3 8	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
4 8	1 134	4 9 -1 -1 -1 -1 -1 -1 
5 8	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
6 8	0 2147483647	-1 -1 -1 -1 -1 -1 -1 -1 
7 8	2 135	7 9 8 8 -1 -1 -1 -1 
8 8	1 134	9 8 8 7 8 9 7 8 
9 8	2 135	8 8 9 7 9 9 -1 -1 
0 9	2 135	0 8 -1 -1 -1 -1 -1 -1 
1 9	1 134	0 9 1 8 2 9 -1 -1 
2 9	2 135	3 9 1 9 -1 -1 -1 -1 
3 9	1 134	2 9 4 9 -1 -1 -1 -1 
4 9	2 135	3 9 5 9 -1 -1 -1 -1 
5 9	1 134	6 9 4 9 -1 -1 -1 -1 
6 9	2 135	7 9 5 9 -1 -1 -1 -1 
7 9	1 134	6 9 7 8 -1 -1 -1 -1 
8 9	2 135	7 9 8 8 -1 -1 -1 -1 
9 9	1 134	9 8 8 9 -1 -1 -1 -1 
